coins = 0
goodygravity = 0
goodyinvulnerable = 0
goodyextratime = 0
goodyextraball = 0
HighScoreLevel4_Points2NAM = 0
HighScoreLevel4_Points3NAM = 0
HighScoreLevel9_Points4TAM = 0
HighScoreLevel9_Points5TAM = 0
HighScoreLevel9_Points1TAM = 0
HighScoreLevel9_Points5NAM = 0
HighScoreLevel9_Points4NAM = 0
HighScoreLevel9_Points3NAM = 0
HighScoreLevel9_Points2NAM = 0
HighScoreLevel9_Points1NAM = 0
HighScoreLevel8_Points5TAM = 0
HighScoreLevel8_Points4TAM = 0
HighScoreLevel8_Points3TAM = 0
HighScoreLevel8_Points2TAM = 0
HighScoreLevel8_Points1TAM = 0
HighScoreLevel8_Points4NAM = 0
HighScoreLevel8_Points3NAM = 0
HighScoreLevel8_Points2NAM = 0
HighScoreLevel8_Points1NAM = 0
HighScoreLevel7_Points5TAM = 0
HighScoreLevel7_Points4TAM = 0
HighScoreLevel7_Points3TAM = 0
HighScoreLevel7_Points2TAM = 0
HighScoreLevel7_Points1TAM = 0
HighScoreLevel7_Points5NAM = 0
HighScoreLevel7_Points4NAM = 0
HighScoreLevel7_Points3NAM = 0
HighScoreLevel6_Points4TAM = 0
HighScoreLevel6_Points5TAM = 0
HighScoreLevel6_Points2TAM = 0
HighScoreLevel6_Points3TAM = 0
HighScoreLevel3_Points2TAM = 0
HighScoreLevel3_Points3TAM = 0
HighScoreLevel6_Points1TAM = 0
HighScoreLevel6_Points5NAM = 0
HighScoreLevel6_Points4NAM = 0
HighScoreLevel6_Points3NAM = 0
HighScoreLevel6_Points2NAM = 0
HighScoreLevel6_Points1NAM = 0
HighScoreLevel5_Points5TAM = 0
HighScoreLevel5_Points4TAM = 0
HighScoreLevel5_Points3TAM = 0
HighScoreLevel5_Points2TAM = 0
HighScoreLevel5_Points1TAM = 0
HighScoreLevel5_Points5NAM = 0
HighScoreLevel5_Points4NAM = 0
HighScoreLevel5_Points3NAM = 0
HighScoreLevel5_Points2NAM = 0
HighScoreLevel5_Points1NAM = 0
HighScoreLevel4_Points5TAM = 0
HighScoreLevel4_Points4TAM = 0
HighScoreLevel4_Points3TAM = 0
HighScoreLevel4_Points2TAM = 0
HighScoreLevel4_Points1TAM = 0
HighScoreLevel4_Points5NAM = 0
HighScoreLevel4_Points4NAM = 0
HighScoreLevel1_Points4NAM = 0
HighScoreLevel4_Points1NAM = 0
HighScoreLevel1_Points2NAM = 0
HighScoreLevel1_Points3NAM = 0
HighScoreLevel9_Points2TAM = 0
HighScoreLevel9_Points3TAM = 0
HighScoreLevel1_Points1NAM = 0
HighScoreLevel1_Points5NAM = 0
HighScoreLevel1_Points1TAM = 0
HighScoreLevel1_Points2TAM = 0
HighScoreLevel1_Points3TAM = 0
HighScoreLevel1_Points4TAM = 0
HighScoreLevel1_Points5TAM = 0
HighScoreLevel2_Points1NAM = 0
HighScoreLevel2_Points2NAM = 0
HighScoreLevel2_Points3NAM = 0
HighScoreLevel2_Points4NAM = 0
HighScoreLevel2_Points5NAM = 0
HighScoreLevel2_Points1TAM = 0
HighScoreLevel2_Points2TAM = 0
HighScoreLevel2_Points3TAM = 0
HighScoreLevel2_Points4TAM = 0
HighScoreLevel2_Points5TAM = 0
HighScoreLevel3_Points1NAM = 0
HighScoreLevel3_Points2NAM = 0
HighScoreLevel3_Points3NAM = 0
HighScoreLevel3_Points4NAM = 0
HighScoreLevel3_Points5NAM = 0
HighScoreLevel3_Points1TAM = 0
HighScoreLevel3_Points5TAM = 0
HighScoreLevel3_Points4TAM = 0
HighScoreLevel7_Points2NAM = 0
HighScoreLevel7_Points1NAM = 0
HighScoreLevel9_Name5NAM = unknown
HighScoreLevel9_Name4NAM = unknown
HighScoreLevel9_Name3NAM = unknown
HighScoreLevel9_Name2NAM = unknown
HighScoreLevel9_Name1NAM = unknown
HighScoreLevel8_Name5NAM = unknown
HighScoreLevel8_Name4NAM = unknown
HighScoreLevel8_Name3NAM = unknown
HighScoreLevel8_Name2NAM = unknown
HighScoreLevel8_Name1NAM = unknown
HighScoreLevel7_Name5NAM = unknown
HighScoreLevel7_Name4NAM = unknown
HighScoreLevel7_Name3NAM = unknown
HighScoreLevel7_Name2NAM = unknown
HighScoreLevel7_Name1NAM = unknown
HighScoreLevel6_Name5NAM = unknown
HighScoreLevel6_Name4NAM = unknown
HighScoreLevel6_Name3NAM = unknown
HighScoreLevel6_Name2NAM = unknown
HighScoreLevel6_Name1NAM = unknown
HighScoreLevel5_Name5NAM = unknown
HighScoreLevel5_Name4NAM = unknown
HighScoreLevel5_Name3NAM = unknown
HighScoreLevel5_Name2NAM = unknown
HighScoreLevel5_Name1NAM = unknown
HighScoreLevel4_Name5NAM = unknown
HighScoreLevel4_Name4NAM = unknown
HighScoreLevel4_Name3NAM = unknown
HighScoreLevel4_Name2NAM = unknown
HighScoreLevel4_Name1NAM = unknown
HighScoreLevel1_Name1NAM = unknown
HighScoreLevel1_Name2NAM = unknown
HighScoreLevel1_Name3NAM = unknown
HighScoreLevel1_Name4NAM = unknown
HighScoreLevel1_Name5NAM = unknown
HighScoreLevel2_Name1NAM = unknown
HighScoreLevel2_Name2NAM = unknown
HighScoreLevel2_Name3NAM = unknown
HighScoreLevel2_Name4NAM = unknown
HighScoreLevel2_Name5NAM = unknown
HighScoreLevel3_Name1NAM = unknown
HighScoreLevel3_Name2NAM = unknown
HighScoreLevel3_Name3NAM = unknown
HighScoreLevel3_Name4NAM = unknown
HighScoreLevel3_Name5NAM = unknown
HighScoreLevel9_Name5TAM = unknown
HighScoreLevel9_Name4TAM = unknown
HighScoreLevel9_Name3TAM = unknown
HighScoreLevel9_Name2TAM = unknown
HighScoreLevel9_Name1TAM = unknown
HighScoreLevel8_Name5TAM = unknown
HighScoreLevel8_Name4TAM = unknown
HighScoreLevel8_Name3TAM = unknown
HighScoreLevel8_Name2TAM = unknown
HighScoreLevel8_Name1TAM = unknown
HighScoreLevel7_Name5TAM = unknown
HighScoreLevel7_Name4TAM = unknown
HighScoreLevel7_Name3TAM = unknown
HighScoreLevel7_Name2TAM = unknown
HighScoreLevel7_Name1TAM = unknown
HighScoreLevel6_Name5TAM = unknown
HighScoreLevel6_Name4TAM = unknown
HighScoreLevel6_Name3TAM = unknown
HighScoreLevel6_Name2TAM = unknown
HighScoreLevel6_Name1TAM = unknown
HighScoreLevel5_Name5TAM = unknown
HighScoreLevel5_Name4TAM = unknown
HighScoreLevel5_Name3TAM = unknown
HighScoreLevel5_Name2TAM = unknown
HighScoreLevel5_Name1TAM = unknown
HighScoreLevel4_Name5TAM = unknown
HighScoreLevel4_Name4TAM = unknown
HighScoreLevel4_Name3TAM = unknown
HighScoreLevel4_Name2TAM = unknown
HighScoreLevel4_Name1TAM = unknown
HighScoreLevel1_Name1TAM = unknown
HighScoreLevel1_Name2TAM = unknown
HighScoreLevel1_Name3TAM = unknown
HighScoreLevel1_Name4TAM = unknown
HighScoreLevel1_Name5TAM = unknown
HighScoreLevel2_Name1TAM = unknown
HighScoreLevel2_Name2TAM = unknown
HighScoreLevel2_Name3TAM = unknown
HighScoreLevel2_Name4TAM = unknown
HighScoreLevel2_Name5TAM = unknown
HighScoreLevel3_Name1TAM = unknown
HighScoreLevel3_Name2TAM = unknown
HighScoreLevel3_Name3TAM = unknown
HighScoreLevel3_Name4TAM = unknown
HighScoreLevel3_Name5TAM = unknown
HighScoreLevel10_Points5NAM = 0
HighScoreLevel10_Points4NAM = 0
HighScoreLevel10_Points3NAM = 0
HighScoreLevel10_Points2NAM = 0
HighScoreLevel10_Points1NAM = 0
HighScoreLevel10_Points5TAM = 0
HighScoreLevel10_Points4TAM = 0
HighScoreLevel10_Points3TAM = 0
HighScoreLevel10_Points2TAM = 0
HighScoreLevel10_Points1TAM = 0
HighScoreLevel10_Name1TAM = unknown
HighScoreLevel10_Name1NAM = unknown
HighScoreLevel10_Name2TAM = unknown
HighScoreLevel10_Name2NAM = unknown
HighScoreLevel10_Name3TAM = unknown
HighScoreLevel10_Name3NAM = unknown
HighScoreLevel10_Name4TAM = unknown
HighScoreLevel10_Name4NAM = unknown
HighScoreLevel10_Name5TAM = unknown
HighScoreLevel10_Name5NAM = unknown
HighScoreLevel11_Points5NAM = 0
HighScoreLevel11_Points4NAM = 0
HighScoreLevel11_Points3NAM = 0
HighScoreLevel11_Points2NAM = 0
HighScoreLevel11_Points1NAM = 0
HighScoreLevel11_Points5TAM = 0
HighScoreLevel11_Points4TAM = 0
HighScoreLevel11_Points3TAM = 0
HighScoreLevel11_Points2TAM = 0
HighScoreLevel11_Points1TAM = 0
HighScoreLevel11_Name1TAM = unknown
HighScoreLevel11_Name1NAM = unknown
HighScoreLevel11_Name2TAM = unknown
HighScoreLevel11_Name2NAM = unknown
HighScoreLevel11_Name3TAM = unknown
HighScoreLevel11_Name3NAM = unknown
HighScoreLevel11_Name4TAM = unknown
HighScoreLevel11_Name4NAM = unknown
HighScoreLevel11_Name5TAM = unknown
HighScoreLevel11_Name5NAM = unknown
HighScoreLevel12_Points5NAM = 0
HighScoreLevel12_Points4NAM = 0
HighScoreLevel12_Points3NAM = 0
HighScoreLevel12_Points2NAM = 0
HighScoreLevel12_Points1NAM = 0
HighScoreLevel12_Points5TAM = 0
HighScoreLevel12_Points4TAM = 0
HighScoreLevel12_Points3TAM = 0
HighScoreLevel12_Points2TAM = 0
HighScoreLevel12_Points1TAM = 0
HighScoreLevel12_Name1TAM = unknown
HighScoreLevel12_Name1NAM = unknown
HighScoreLevel12_Name2TAM = unknown
HighScoreLevel12_Name2NAM = unknown
HighScoreLevel12_Name3TAM = unknown
HighScoreLevel12_Name3NAM = unknown
HighScoreLevel12_Name4TAM = unknown
HighScoreLevel12_Name4NAM = unknown
HighScoreLevel12_Name5TAM = unknown
HighScoreLevel12_Name5NAM = unknown
UnlockedLevel = 1
